Date,Time,Julian_Day,Julian_Century,Geom_Mean_Long_Sun(deg),Geom_Mean_Anom_Sun(deg),Eccent_Earth_Orbit,Sun_Eq_of_Ctr,Sun_True_Long(deg),Sun_True_Anom(deg),Sun_Rad_Vector(AUs),Sun_App_Long(deg),Mean_Obliq_Ecliptic(deg),Obliq_Corr(deg),Sun_Rt_Ascen(deg),Sun_Declin(deg),var_y,Eq_of_Time(min),HA_Sunrise(deg),Solar_Noon(LST),Sunrise_Time(LST),Sunset_Time(LST),Sunlight_Duration(min),Dark_Duration(min),True_Solar_Time(min),Hour_Angle(deg),Solar_Zenith_Angle(deg),Solar_Elevation_Angle(deg),Approx_Atomospheric_Refraction,Solar_Elevation_corr(deg),Solar_Azimuth_Angle(deg_cw_from_N)
2021-01-11,12:00:00,2459226.2916666665,0.21030230435774158,291.51132731130474,7928.212333879526,0.01669978791846331,0.27910835943686224,291.7904356707416,7928.491442238963,0.9834782955634451,291.78006521012503,23.436556302330647,23.437076017846813,-66.46699027676915,-21.675467064973237,0.043026164507993264,-8.124360063792507,71.26280714884646,12:35:43,7:50:39,17:20:46,570.1024571907717,869.8975428092283,684.2756399362074,-8.931090015948143,62.9264695303166,27.073530469683398,0.031429197228728174,27.104959666912126,170.67565754295515
2021-01-12,12:00:00,2459227.2916666665,0.2103296828656129,292.49697467495935,7929.197934159482,0.016699786766093863,0.3123152133640518,292.8092898883234,7929.510249372846,0.9835232454487539,292.7989203265721,23.43655594629591,23.437077978316545,-65.38575270215178,-21.510167946030812,0.043026171910844964,-8.507320187683328,71.4349497665364,12:36:06,7:50:21,17:21:50,571.4795981322912,868.5204018677088,683.8926798123166,-9.02683004692085,62.77447598506873,27.225524014931267,0.03122638794460897,27.256750402875877,170.55179929747692
2021-01-13,12:00:00,2459228.2916666665,0.21035706137348423,293.4826220386167,7930.183534439436,0.016699785613724226,0.34542373722825204,293.82804577584494,7930.528958176664,0.9835732335470683,293.8176771169561,23.436555590261175,23.437079938340368,-64.30712650523147,-21.3379414723607,0.04302617931201356,-8.8799780224814,71.61371774600644,12:36:28,7:50:00,17:22:55,572.9097419680515,867.0902580319485,683.5200219775186,-9.119994505620355,62.6154847288307,27.3845152711693,0.03101642927203047,27.415531700441328,170.42900576331385
2021-01-14,12:00:00,2459229.2916666665,0.21038443988135555,294.4682694022731,7931.169134719391,0.016699784461354398,0.37842352807617863,294.84669293034926,7931.547558247467,0.9836282435448979,294.83632517831927,23.43655523422644,23.437081897916304,-63.231195432461284,-21.158868820977005,0.043026186711491596,-9.241991238583578,71.79896354447887,12:36:50,7:49:38,17:24:01,574.3917083558309,865.6082916441691,683.1580087614165,-9.210497809645886,62.44955846786966,27.550441532130343,0.030799657404750682,27.581241189535092,170.3073547177654
2021-01-15,12:00:00,2459230.2916666665,0.21041181838922687,295.45391676593135,7932.154734999344,0.01669978330898438,0.41130422335789024,295.86522098928924,7932.566039222702,0.9836882574955884,295.8548541481137,23.4365548781917,23.437083857042374,-62.158038661971155,-20.973033826374323,0.04302619410927162,-9.593034447116237,71.99053713786678,12:37:11,7:49:13,17:25:08,575.9242971029342,864.0757028970658,682.8069655528838,-9.298258611779062,62.27676259211477,27.72323740788523,0.03057641162546132,27.75381381951069,170.18692237781465
2021-01-16,12:00:00,2459231.2916666665,0.2104391968970982,296.4395641295887,7933.140335279299,0.016699782156614173,0.4440555047450106,296.8836196343337,7933.5843907840435,0.9837532558267956,296.8732537080075,23.436554522156964,23.437085815716603,-61.08773073798527,-20.780522867243814,0.04302620150534614,-9.932799561914024,72.18828640797683,12:37:31,7:48:45,17:26:16,577.5062912638147,862.4937087361853,682.4672004380859,-9.383199890478522,62.09716511432025,27.902834885679752,0.03034703310042152,27.933181918780175,170.0677833225584
2021-01-17,12:00:00,2459232.2916666665,0.21046657540496952,297.42521149324784,7934.125935559253,0.016699781004243776,0.47666710192369527,297.9018785951715,7934.602602661176,0.9838232173486217,297.89151358768873,23.436554166122228,23.437087773937016,-60.02034151786381,-20.58142475232141,0.04302620889970771,-10.260996121419227,72.39205752174564,12:37:51,7:48:16,17:27:25,579.1364601739651,860.8635398260349,682.1390038785808,-9.465249030354812,61.91083660819875,28.08916339180125,0.030111863719299106,28.11927525552055,169.95001041597402
2021-01-18,12:00:00,2459233.2916666665,0.21049395391284084,298.4108588569061,7935.111535839205,0.016699779851873188,0.5091287963602337,298.91998765326633,7935.620664635566,0.9838981192624158,298.90962356862025,23.436553810087492,23.43708973170163,-58.95593613155384,-20.37583060573513,0.04302621629234883,-10.577351570234224,72.60169530097751,12:38:10,7:47:45,17:28:34,580.8135624078201,859.1864375921799,681.8226484297658,-9.54433789255856,61.71785014566467,28.28214985433533,0.02987124498572043,28.31202109932105,169.8336747302758
2021-01-19,12:00:00,2459234.2916666665,0.21052133242071217,299.39650622056615,7936.097136119159,0.016699778699502413,0.5414304250374686,299.9379366456036,7936.638566544196,0.9839779371702315,299.92757348778673,23.436553454052756,23.437091689008472,-57.894574953091,-20.163833752190996,0.04302622368326209,-10.881611500213502,72.81704358121189,12:38:28,7:47:11,17:29:44,582.5363486496951,857.4636513503049,681.5183884997865,-9.620402875053372,61.51828123330352,28.48171876669648,0.029625516963215803,28.511344283659696,169.7188454701078
2021-01-20,12:00:00,2459235.2916666665,0.2105487109285835,300.3821535842253,7937.082736399112,0.016699777547131443,0.5735618841594958,300.9557154683848,7937.656298283271,0.9840626450849286,300.9453532413889,23.436553098018024,23.43709364585557,-56.836313583838226,-19.945529602340596,0.04302623107244,-11.173539851094072,73.03794555847833,12:38:46,7:46:36,17:30:55,584.3035644678266,855.6964355321734,681.2264601489059,-9.693384962773536,61.31220774818918,28.68779225181082,0.029375017280472045,28.71716726909129,169.60558989783306
2021-01-21,12:00:00,2459236.2916666665,0.21057608943645478,301.36780094788537,7938.068336679064,0.016699776394760286,0.6055131328227906,301.9733140807082,7938.673849811887,0.9841522154409228,301.96295278852403,23.436552741983288,23.43709560224094,-55.78120284701946,-19.721015538643062,0.043026238459875084,-11.452919070813879,73.26424412286242,12:39:03,7:45:59,17:32:06,586.1139529828994,853.8860470171006,680.9470809291861,-9.763229767703479,61.09970987314784,28.900290126852163,0.02912008019900544,28.929410207051166,169.49397326017186
2021-01-22,12:00:00,2459237.2916666665,0.2106034679443261,302.3534483115445,7939.053936959016,0.01669977524238894,0.6372741966526126,302.99072250819717,7939.6912111556685,0.9842466191055649,302.98036215481494,23.436552385948552,23.437097558162613,-54.7292887931483,-19.490390802034195,0.0430262458455599,-11.719550235785423,73.49578217793682,12:39:19,7:45:20,17:33:17,587.9662574234945,852.0337425765055,680.6804497642146,-9.829887558946353,60.88087003157191,29.11912996842809,0.02886103574562698,29.14799100417372,169.38405871644522
2021-01-23,12:00:00,2459238.2916666665,0.21063084645219743,303.3390956752055,7940.039537238969,0.016699774090017404,0.6688351714009926,304.0079308466065,7940.70837241037,0.9843458253911486,303.9975714360155,23.43655202991382,23.437099513618612,-53.680612715853,-19.25375637968601,0.04302625322948699,-11.97325313152045,73.73240294527194,12:39:34,7:44:38,17:34:29,589.8592235621755,850.1407764378245,680.4267468684795,-9.893313282880115,60.655772821866705,29.344227178133295,0.02859820891133084,29.372825387044625,169.2759072686772
2021-01-24,12:00:00,2459239.2916666665,0.21065822496006875,304.3247430388674,7941.02513751892,0.016699772937645678,0.7001862265058731,305.02492926537326,7941.725323745426,0.9844498020675361,305.01457080156206,23.436551673879084,23.43710146860696,-52.63521117763268,-19.011214894135726,0.043026260611648895,-12.213866294128543,73.9739502533691,12:39:48,7:43:54,17:35:41,591.7916020269528,848.2083979730472,680.1861337058714,-9.953466573532154,60.42450495161684,29.57549504838316,0.028331918917565077,29.603826967300726,169.16957769379906
